URN,A-level Maths VA,A-level Maths VA lower,A-level Maths VA upper,P8MEAMAT,P8MEAMAT lower,P8MEAMAT upper
136491,0.2,-0.56,0.96,-0.68,-0.89,-0.46
139304,0.0,-0.33,0.33,0.61,0.36,0.86
132951,0.5,0.18,0.81,,,
138757,,,,0.23,-0.06,0.53
136315,0.46,-0.16,1.08,0.12,-0.2,0.44
137166,0.75,0.49,1.02,1.29,1.06,1.52
137213,0.76,0.32,1.2,0.27,-0.02,0.55
142262,-0.33,-0.73,0.08,0.16,-0.09,0.41
136350,-0.18,-0.52,0.16,0.41,0.11,0.71
137447,-0.08,-0.66,0.51,-0.08,-0.29,0.14
138665,0.32,-0.08,0.71,0.29,0.02,0.55
136871,,,,-0.87,-1.13,-0.6
137135,-0.28,-0.77,0.21,-0.06,-0.27,0.14
136415,-0.32,-0.77,0.12,0.45,0.26,0.64
136358,-0.52,-1.28,0.24,-0.2,-0.39,0.0
138839,0.53,-0.19,1.26,-0.2,-0.44,0.04
139623,,,,-0.66,-0.95,-0.37
139180,0.05,-0.44,0.53,-0.16,-0.42,0.1
120724,-0.22,-1.13,0.69,,,
120735,0.79,0.4,1.17,,,
135563,,,,-0.48,-0.77,-0.2
135564,0.61,-0.08,1.31,-0.29,-0.52,-0.06
135565,-0.03,-0.3,0.24,0.21,0.03,0.39
136044,0.22,-0.42,0.87,-0.34,-0.5,-0.19
136194,0.62,-0.14,1.38,-0.12,-0.31,0.07
130762,,,,,,
141268,0.02,-0.48,0.52,0.18,-0.05,0.42
139572,-0.05,-0.9,0.81,-0.02,-0.27,0.24
138039,-0.4,-1.2,0.4,-0.35,-0.54,-0.16
139896,0.14,-0.03,0.31,,,
140815,-0.16,-0.96,0.64,0.37,0.14,0.61
141086,0.25,-0.26,0.75,0.22,-0.02,0.46
144359,0.24,-0.36,0.84,-0.13,-0.31,0.05
145196,0.31,-0.6,1.22,0.01,-0.2,0.22
148826,0.18,-0.42,0.79,-0.02,-0.23,0.18
138829,0.87,0.41,1.33,0.12,-0.11,0.35
140534,0.16,-0.44,0.77,0.25,0.02,0.47
137461,0.57,0.1,1.04,0.47,0.29,0.66
141269,-0.24,-0.57,0.09,-0.32,-0.51,-0.14
136515,-0.19,-0.46,0.09,0.34,0.16,0.52
143278,0.53,-0.02,1.08,0.08,-0.09,0.26
139487,-0.15,-0.74,0.43,0.26,0.06,0.46
137092,-0.27,-0.97,0.42,0.13,-0.11,0.38
137913,-0.22,-0.5,0.05,0.25,0.04,0.46
136481,0.42,0.14,0.7,0.31,0.09,0.53
137621,-0.95,-1.93,0.03,-0.1,-0.37,0.17
121222,-0.26,-0.84,0.33,,,
121224,-0.61,-1.37,0.15,,,
121241,,,,,,
121242,-0.16,-0.46,0.13,,,
121245,,,,,,
135650,,,,0.04,-0.26,0.33
136186,-0.8,-1.42,-0.17,0.08,-0.12,0.28
136204,-0.16,-0.78,0.47,0.32,0.11,0.54
130763,-1.26,-2.11,-0.41,,,
130764,-0.41,-0.82,0.0,,,
145749,0.12,-0.15,0.39,,,
144601,-0.34,-1.01,0.33,0.51,0.29,0.74
144977,-0.62,-1.42,0.18,-0.38,-0.64,-0.12
122328,-1.37,-2.13,-0.61,-0.78,-1.13,-0.44
146926,-0.04,-0.55,0.48,-0.01,-0.22,0.21
143291,0.22,-0.12,0.56,0.43,0.26,0.6
137457,-0.38,-0.77,0.01,-0.2,-0.36,-0.04
145783,0.29,-0.11,0.69,-0.02,-0.2,0.17
137598,-1.36,-2.21,-0.51,-0.6,-0.83,-0.36
150196,-0.11,-0.59,0.37,,,
122363,-0.7,-1.43,0.02,-0.05,-0.36,0.25
137746,-0.05,-0.41,0.31,0.02,-0.14,0.18
141814,-0.7,-1.46,0.06,-0.31,-0.52,-0.1
122374,-1.02,-1.62,-0.42,-0.1,-0.34,0.15
122376,,,,,,
135619,-0.62,-1.19,-0.06,0.01,-0.19,0.21
138499,,,,-0.56,-0.83,-0.29
140886,0.42,-0.43,1.27,-0.05,-0.5,0.39
142218,0.41,-0.1,0.92,-0.05,-0.23,0.12
141111,-0.05,-0.64,0.53,-0.08,-0.36,0.2
137936,-0.2,-0.64,0.24,0.47,0.22,0.71
142024,-0.27,-0.82,0.28,-0.31,-0.49,-0.12
146800,-1.13,-1.86,-0.4,0.17,-0.11,0.46
147203,-0.02,-0.93,0.89,0.53,0.24,0.81
148354,,,,-0.51,-0.72,-0.3
141069,-0.06,-0.5,0.38,-0.28,-0.48,-0.08
138289,-0.34,-0.83,0.16,0.15,-0.04,0.34
123236,,,,-0.46,-0.76,-0.15
138210,-0.15,-0.75,0.46,-0.31,-0.55,-0.07
144008,-0.24,-0.63,0.15,-0.23,-0.42,-0.03
137919,0.51,0.09,0.94,0.44,0.23,0.65
138897,-0.51,-0.94,-0.07,-0.2,-0.44,0.04
140875,0.05,-0.46,0.56,0.45,0.23,0.67
137970,0.23,0.02,0.44,0.66,0.48,0.84
139146,-0.03,-0.4,0.34,0.31,0.13,0.5
143890,-0.06,-0.55,0.43,-0.1,-0.34,0.13
140580,-0.08,-0.58,0.42,-0.52,-0.75,-0.29
146392,0.31,-0.38,1.01,0.28,0.01,0.54
142104,0.26,-0.14,0.65,0.07,-0.14,0.27
138762,0.21,-0.22,0.65,0.52,0.29,0.76
138490,-0.06,-0.38,0.25,0.71,0.52,0.89
137357,0.62,0.22,1.03,0.37,0.18,0.56
137993,-0.14,-0.64,0.36,-0.3,-0.49,-0.11
137140,0.82,0.42,1.21,0.18,-0.01,0.37
138817,-0.1,-0.62,0.41,0.2,-0.02,0.43
138667,0.43,0.11,0.75,-0.06,-0.22,0.11
141146,0.33,-0.23,0.9,0.22,-0.02,0.47
132916,0.03,-0.22,0.29,,,
150214,0.05,-0.35,0.46,,,
123274,-0.25,-1.1,0.6,,,
123275,-0.03,-0.63,0.57,,,
123277,0.53,-0.11,1.18,,,
123278,-0.42,-1.15,0.3,,,
138602,,,,,,
139779,-0.55,-1.46,0.36,,,
143042,,,,,,
146516,0.38,0.03,0.73,,,
123282,0.53,-0.17,1.22,,,
123283,0.47,-0.19,1.14,,,
123285,0.65,-0.04,1.35,,,
123290,0.1,-0.27,0.46,,,
123292,-0.27,-0.79,0.26,,,
123294,,,,,,
123298,-0.5,-1.2,0.19,,,
123300,0.17,-0.12,0.47,,,
123303,,,,,,
123310,-0.06,-0.45,0.34,,,
123311,0.15,-0.06,0.37,,,
123312,0.67,0.44,0.89,,,
123313,0.26,-0.1,0.63,,,
123318,0.84,0.53,1.16,,,
135365,0.02,-0.62,0.67,0.42,0.19,0.65
136261,0.58,0.11,1.05,0.78,0.57,0.98
123331,,,,-1.71,-2.9,-0.52
130789,0.12,-0.2,0.44,,,
134153,-0.42,-0.82,-0.01,,,
150667,1.14,0.69,1.58,,,
146439,0.13,-0.51,0.77,-0.52,-0.71,-0.33
150038,-0.13,-0.63,0.37,0.38,0.19,0.57
136295,-0.86,-1.39,-0.34,-0.04,-0.24,0.16
136791,-0.48,-1.13,0.16,-0.31,-0.53,-0.1
137285,-0.16,-0.59,0.27,0.23,0.04,0.43
123893,,,,-0.1,-0.34,0.15
136783,0.91,0.37,1.45,0.39,0.2,0.58
137313,0.01,-0.53,0.55,0.65,0.34,0.95
123905,0.14,-0.55,0.84,,,
123910,0.12,-0.61,0.84,,,
123911,0.05,-0.24,0.34,,,
123912,0.76,0.32,1.2,,,
123913,-0.41,-1.32,0.5,,,
123914,0.18,-0.26,0.63,,,
123916,0.21,-0.26,0.67,,,
123930,0.65,0.21,1.08,,,
130803,-0.95,-1.45,-0.45,,,
130805,-0.35,-0.86,0.17,,,
130806,-0.01,-0.44,0.41,,,
148791,0.47,0.28,0.65,,,
137321,,,,-0.2,-0.41,0.01
141639,-0.09,-0.55,0.38,0.24,0.06,0.42
124802,-0.38,-0.91,0.15,-0.12,-0.3,0.06
139867,0.92,0.19,1.64,0.04,-0.17,0.25
136271,0.72,0.23,1.21,0.37,0.14,0.6
136782,-0.31,-0.81,0.19,0.0,-0.23,0.24
147063,-0.13,-0.33,0.07,,,
151384,-0.53,-1.23,0.16,,,
137055,-1.33,-1.94,-0.73,-0.31,-0.5,-0.12
136998,,,,0.07,-0.17,0.31
136834,0.31,-0.02,0.64,-0.02,-0.19,0.15
124840,-0.55,-0.86,-0.25,0.34,0.16,0.53
136827,-0.76,-1.12,-0.4,0.29,0.11,0.46
136969,0.27,-0.15,0.69,0.29,0.12,0.46
136322,-0.16,-0.8,0.48,-0.06,-0.26,0.13
149285,0.41,-0.07,0.89,0.1,-0.14,0.33
137849,-0.05,-0.54,0.44,-0.17,-0.41,0.07
142283,0.04,-0.21,0.28,,,
124865,,,,,,
124868,0.0,-0.85,0.85,,,
124881,0.27,-0.1,0.63,,,
124883,0.22,-0.54,0.98,,,
124884,0.26,-0.33,0.84,,,
124886,-0.86,-1.45,-0.28,,,
124887,-0.13,-0.7,0.43,,,
124888,-0.64,-1.4,0.12,,,
124889,-0.28,-0.78,0.22,,,
124892,-0.3,-1.02,0.43,,,
124899,,,,,,
130819,0.06,-0.46,0.59,,,
138226,-0.25,-1.05,0.56,0.35,0.03,0.67
142009,-0.67,-1.52,0.18,0.17,-0.09,0.43
144503,0.23,-0.41,0.87,-0.59,-0.79,-0.4
136833,0.44,0.13,0.75,0.41,0.22,0.6
143902,-0.25,-0.81,0.3,0.01,-0.22,0.23
142315,-0.38,-0.92,0.15,-0.41,-0.58,-0.25
138928,-0.92,-1.42,-0.42,-0.17,-0.36,0.02
143901,0.63,0.24,1.03,0.23,0.04,0.41
136906,0.49,0.23,0.75,0.51,0.34,0.69
125275,0.25,-0.03,0.52,1.09,0.91,1.27
147430,0.34,0.01,0.67,0.84,0.63,1.05
125278,0.47,0.16,0.77,0.75,0.59,0.91
125279,-0.33,-1.0,0.34,0.44,0.17,0.71
138491,0.16,-0.39,0.71,0.19,-0.03,0.41
139193,0.7,0.39,1.01,0.76,0.54,0.98
136828,0.52,-0.06,1.1,-0.08,-0.26,0.09
143369,0.55,0.21,0.88,0.7,0.51,0.89
139151,-0.08,-0.4,0.24,0.71,0.41,1.01
136534,0.19,-0.1,0.48,0.79,0.6,0.99
137595,0.51,-0.1,1.11,-0.48,-0.71,-0.24
137736,-0.18,-0.61,0.25,0.9,0.7,1.09
142314,0.62,0.23,1.0,0.62,0.4,0.83
149290,0.52,0.17,0.88,0.83,0.62,1.04
143367,0.16,-0.1,0.43,0.7,0.52,0.88
137003,0.8,0.39,1.22,0.24,0.04,0.44
125315,0.16,-0.18,0.5,0.5,0.31,0.69
137855,0.51,0.19,0.82,0.65,0.45,0.85
137906,-0.59,-1.0,-0.18,-0.05,-0.26,0.16
125320,0.12,-0.25,0.48,,,
142416,,,,,,
125321,-0.05,-0.33,0.23,,,
125322,,,,,,
100528,-0.54,-1.18,0.11,,,
125323,0.45,0.07,0.84,,,
125332,-0.06,-0.33,0.21,,,
125334,0.57,0.08,1.05,,,
125338,-0.24,-1.09,0.61,,,
125340,0.6,0.27,0.93,,,
125342,-0.12,-0.45,0.2,,,
125345,0.52,0.01,1.04,,,
125348,,,,,,
125349,0.47,0.18,0.76,,,
125353,0.3,-0.04,0.65,,,
125356,-0.53,-1.22,0.17,,,
125361,0.48,0.18,0.78,,,
125365,-0.71,-1.56,0.14,,,
125369,0.3,-0.22,0.83,,,
125375,-0.33,-1.13,0.47,,,
125380,0.09,-0.56,0.73,,,
125387,0.6,0.13,1.07,,,
125388,-1.42,-2.41,-0.44,,,
125402,0.69,-0.29,1.67,,,
125403,-0.72,-1.38,-0.05,,,
125411,0.42,-0.25,1.08,,,
125422,0.15,-0.16,0.45,,,
125424,0.33,0.1,0.55,,,
125425,0.45,-0.03,0.93,,,
125427,0.41,0.15,0.68,,,
125428,,,,,,
125442,0.59,0.06,1.11,,,
135419,,,,,,
130824,,,,,,
145004,0.25,0.1,0.4,,,
145005,0.04,-0.1,0.17,,,
145006,0.06,-0.09,0.21,,,
145007,0.51,0.28,0.74,,,
137235,-0.2,-0.55,0.15,0.78,0.48,1.08
139936,-0.33,-1.05,0.4,-0.56,-0.75,-0.37
137771,0.01,-0.9,0.92,0.25,0.02,0.48
142881,0.01,-0.5,0.51,-0.01,-0.24,0.22
145575,-0.23,-0.92,0.47,-0.36,-0.6,-0.13
147432,-0.65,-1.29,0.0,0.3,0.08,0.51
136459,0.19,-0.37,0.76,-0.48,-0.67,-0.29
143905,0.41,-0.03,0.85,-0.13,-0.31,0.05
137236,0.32,-0.22,0.85,0.07,-0.1,0.25
137767,-0.46,-0.84,-0.08,0.6,0.41,0.78
137770,1.11,0.26,1.96,-0.49,-0.72,-0.26
137766,-0.46,-1.19,0.26,0.06,-0.16,0.28
136986,-0.55,-1.15,0.05,-0.61,-0.82,-0.4
146697,0.47,0.2,0.73,0.29,0.12,0.46
142202,-0.08,-0.47,0.3,0.23,0.04,0.41
136587,-0.24,-0.65,0.17,-0.05,-0.23,0.13
137302,-0.31,-0.51,-0.11,1.27,0.93,1.61
141277,0.41,0.2,0.61,0.98,0.7,1.25
141836,-0.42,-0.81,-0.03,-0.17,-0.41,0.07
137781,-0.7,-1.4,-0.01,-0.41,-0.63,-0.18
136907,0.0,-0.31,0.32,0.04,-0.15,0.22
136595,-0.09,-0.38,0.21,0.57,0.29,0.86
136622,0.07,-0.18,0.31,0.69,0.45,0.93
125774,-0.34,-1.33,0.64,,,
125775,,,,,,
125777,0.23,-0.07,0.54,,,
125781,0.45,0.17,0.73,,,
125787,0.2,-0.35,0.75,,,
125788,-0.63,-1.06,-0.2,,,
145174,-0.41,-0.66,-0.16,,,
140105,-0.14,-0.76,0.48,-0.49,-0.68,-0.3
134042,0.1,-0.36,0.56,0.19,-0.01,0.38
137782,-0.28,-0.78,0.22,0.85,0.66,1.03
126068,0.37,-0.13,0.88,0.38,0.2,0.55
137263,-0.26,-0.55,0.03,0.24,0.07,0.42
126071,0.47,-0.33,1.27,-0.42,-0.64,-0.21
138620,0.27,-0.58,1.12,-0.84,-1.07,-0.62
126080,-0.44,-1.13,0.26,-0.46,-0.64,-0.28
126081,0.37,-0.22,0.95,-0.18,-0.38,0.02
126088,-0.35,-0.78,0.08,-0.02,-0.21,0.16
126089,0.1,-0.31,0.52,-0.09,-0.27,0.09
148221,0.29,-0.17,0.74,0.03,-0.13,0.19
126095,-0.59,-1.13,-0.05,-0.17,-0.41,0.07
140472,0.19,-0.19,0.56,0.35,0.16,0.54
126098,-0.42,-1.27,0.43,-0.47,-0.68,-0.26
148753,0.48,-0.03,0.99,0.37,0.15,0.6
144243,0.23,-0.11,0.56,0.46,0.24,0.69
143400,,,,,,
126107,0.18,-0.13,0.49,,,
126108,0.15,-0.21,0.51,,,
126110,0.85,0.21,1.5,,,
126115,0.23,-0.75,1.22,,,
126126,-0.41,-1.39,0.57,,,
126133,-0.1,-0.62,0.41,,,
126134,-0.74,-1.54,0.06,,,
126136,0.12,-0.18,0.41,,,
126137,0.1,-0.42,0.63,,,
135744,-0.19,-1.05,0.66,0.01,-0.17,0.19
135745,,,,-0.6,-0.79,-0.4
135760,-0.06,-0.63,0.51,0.16,-0.04,0.37
135962,0.37,-0.17,0.91,0.87,0.7,1.05
130843,-0.18,-0.4,0.03,,,
130847,0.34,0.19,0.49,,,
149433,-0.01,-0.99,0.98,-0.11,-0.34,0.11
138254,-0.19,-0.95,0.57,0.1,-0.15,0.34
139060,0.19,-0.54,0.91,-0.37,-0.59,-0.15
139819,0.39,-0.46,1.24,-0.22,-0.42,-0.03
139957,,,,0.04,-0.17,0.25
139961,-0.21,-0.81,0.4,-0.01,-0.2,0.19
137049,0.16,-0.43,0.74,-0.3,-0.52,-0.07
142063,-0.01,-0.45,0.42,0.27,0.06,0.47
146209,-1.11,-1.81,-0.42,-0.44,-0.68,-0.2
146489,-0.09,-0.53,0.35,0.12,-0.06,0.31
122066,-0.8,-1.33,-0.28,0.18,-0.03,0.39
139988,0.14,-0.62,0.91,-0.4,-0.64,-0.15
137086,-0.01,-0.36,0.34,0.36,0.16,0.56
136976,-0.66,-1.36,0.03,-0.3,-0.51,-0.08
137613,-0.15,-0.72,0.42,-0.52,-0.75,-0.3
137912,0.22,-0.16,0.6,0.4,0.22,0.59
122129,0.44,0.19,0.7,,,
122131,-0.19,-0.66,0.28,,,
135306,-0.25,-0.77,0.28,0.1,-0.11,0.31
135317,-0.03,-0.41,0.36,0.79,0.57,1.0
135966,-0.2,-0.62,0.23,0.41,0.21,0.6
135967,0.34,-0.28,0.96,-0.01,-0.2,0.18
138073,,,,-0.07,-0.32,0.17
136948,-0.72,-1.45,0.0,0.17,-0.02,0.36
138235,-1.28,-2.13,-0.43,-0.19,-0.41,0.03
136488,0.24,-0.19,0.67,0.29,0.09,0.48
137089,0.12,-0.23,0.47,-0.03,-0.21,0.15
138858,-0.39,-1.12,0.33,0.12,-0.07,0.3
139690,-1.35,-1.8,-0.91,-0.78,-1.07,-0.48
142869,-0.34,-0.71,0.03,0.66,0.39,0.94
137614,-0.01,-0.5,0.48,-0.13,-0.32,0.06
143421,,,,-0.13,-0.35,0.08
136489,0.35,-0.21,0.92,-0.2,-0.4,0.0
137087,1.0,0.5,1.51,0.2,-0.01,0.42
138214,0.83,0.37,1.28,0.22,0.04,0.4
138932,-0.56,-1.16,0.04,-0.33,-0.52,-0.13
140510,-1.17,-1.57,-0.76,0.09,-0.09,0.26
137878,-0.83,-1.45,-0.2,0.21,-0.01,0.43
139158,0.17,-0.42,0.75,-0.23,-0.42,-0.04
142747,1.12,0.52,1.72,0.38,0.11,0.64
136299,-0.06,-0.27,0.16,1.35,1.15,1.55
122137,,,,,,
122144,-0.55,-1.15,0.05,,,
122149,-1.16,-1.68,-0.63,,,
122151,-0.05,-0.96,0.86,,,
135754,,,,,,
134814,0.49,0.17,0.82,1.15,0.97,1.32
136201,0.06,-0.64,0.75,0.22,0.02,0.43
140600,,,,-0.56,-0.82,-0.29
141499,0.53,-0.14,1.2,-0.15,-0.38,0.08
142306,0.19,-0.18,0.56,0.27,0.07,0.47
112382,-0.32,-1.13,0.48,-0.67,-0.93,-0.41
112388,,,,-0.15,-0.46,0.16
112397,0.02,-0.56,0.61,0.33,0.13,0.53
112398,0.24,-0.43,0.91,-0.57,-0.8,-0.34
112399,,,,-0.65,-0.98,-0.31
137369,-1.01,-1.4,-0.62,-0.19,-0.37,-0.01
137252,1.26,0.41,2.12,-0.22,-0.42,-0.02
137254,-0.56,-1.47,0.35,-0.43,-0.67,-0.18
136902,-0.59,-0.98,-0.19,0.45,0.24,0.65
112442,0.84,-0.14,1.83,,,
112453,-0.24,-0.97,0.48,,,
135621,1.73,1.0,2.45,-0.12,-0.32,0.08
135632,-0.55,-1.15,0.05,-0.46,-0.67,-0.25
143749,,,,-0.47,-0.72,-0.22
112379,,,,-0.34,-0.66,-0.03
112385,-0.28,-0.58,0.02,-0.2,-0.41,0.01
112393,0.09,-0.58,0.76,0.0,-0.17,0.18
136671,0.4,-0.09,0.89,0.29,0.06,0.51
136732,0.53,0.16,0.91,0.48,0.25,0.72
136526,-0.14,-0.69,0.41,-0.05,-0.29,0.18
137205,,,,-0.48,-0.7,-0.26
137107,0.3,-0.68,1.28,-0.19,-0.62,0.24
137251,,,,-0.06,-0.45,0.33
136357,-0.05,-0.48,0.37,-0.13,-0.42,0.16
112451,0.2,-0.37,0.76,,,
130631,,,,,,
130633,-1.04,-1.44,-0.64,,,
